Uid,Handle,Link,Party,Clickable URL
18773159,RepScottPerry,https://twitter.com/RepScottPerry,R,https://twitter.com/RepScottPerry
2966758114,RepRussell,https://twitter.com/RepRussell,R,https://twitter.com/RepRussell
148453195,BobBradyPHL,https://twitter.com/BobBradyPHL,D,https://twitter.com/BobBradyPHL
1155212191,KeithRothfus,https://twitter.com/KeithRothfus,R,https://twitter.com/KeithRothfus
4304448314,CongBoyle,https://twitter.com/CongBoyle,D,https://twitter.com/CongBoyle
1058345042,RepTomRice,https://twitter.com/RepTomRice,R,https://twitter.com/RepTomRice
254082173,RepJoeWilson,https://twitter.com/RepJoeWilson,R,https://twitter.com/RepJoeWilson
818536152588238000,RepGonzalez,https://twitter.com/RepGonzalez,D,https://twitter.com/RepGonzalez
278145569,MarshaBlackburn,https://twitter.com/MarshaBlackburn,R,https://twitter.com/MarshaBlackburn
235251868,govkristinoem,https://twitter.com/govkristinoem,R,https://twitter.com/govkristinoem
231510077,JoaquinCastrotx,https://twitter.com/JoaquinCastrotx,D,https://twitter.com/JoaquinCastrotx
188019606,WhipClyburn,https://twitter.com/WhipClyburn,D,https://twitter.com/WhipClyburn
74198348,JudgeTedPoe,https://twitter.com/JudgeTedPoe,R,https://twitter.com/JudgeTedPoe
110545675,RepDianeBlack,https://twitter.com/RepDianeBlack,R,https://twitter.com/RepDianeBlack
816284664658874000,RepArrington,https://twitter.com/RepArrington,R,https://twitter.com/RepArrington
162069635,RepCohen,https://twitter.com/RepCohen,D,https://twitter.com/RepCohen
1134292500,RepBetoORourke,https://twitter.com/RepBetoORourke,D,https://twitter.com/RepBetoORourke
26424123,RepMcCaul,https://twitter.com/RepMcCaul,R,https://twitter.com/RepMcCaul
235190657,RepChuck,https://twitter.com/RepChuck,R,https://twitter.com/RepChuck
52503751,DrPhilRoe,https://twitter.com/DrPhilRoe,R,https://twitter.com/DrPhilRoe
462143773,RepCicilline,https://twitter.com/RepCicilline,D,https://twitter.com/RepCicilline
39249305,USRepMikeDoyle,https://twitter.com/USRepMikeDoyle,D,https://twitter.com/USRepMikeDoyle
776664410,RepCartwright,https://twitter.com/RepCartwright,D,https://twitter.com/RepCartwright
15356407,RobWittman,https://twitter.com/RobWittman,R,https://twitter.com/RobWittman
168502762,RepEBJ,https://twitter.com/RepEBJ,D,https://twitter.com/RepEBJ
78445977,GerryConnolly,https://twitter.com/GerryConnolly,D,https://twitter.com/GerryConnolly
1074129612,RepVeasey,https://twitter.com/RepVeasey,D,https://twitter.com/RepVeasey
1077446982,RepRWilliams,https://twitter.com/RepRWilliams,R,https://twitter.com/RepRWilliams
2933760046,RepComstock,https://twitter.com/RepComstock,R,https://twitter.com/RepComstock
2929491549,RepBrianBabin,https://twitter.com/RepBrianBabin,R,https://twitter.com/RepBrianBabin
18030431,JudgeCarter,https://twitter.com/JudgeCarter,R,https://twitter.com/JudgeCarter
22669526,RepGwenMoore,https://twitter.com/RepGwenMoore,D,https://twitter.com/RepGwenMoore
1068499286,RepDennyHeck,https://twitter.com/RepDennyHeck,D,https://twitter.com/RepDennyHeck
815966620300480000,RepGallagher,https://twitter.com/RepGallagher,R,https://twitter.com/RepGallagher
210926192,RepCuellar,https://twitter.com/RepCuellar,D,https://twitter.com/RepCuellar
816181091673448000,RepMcEachin,https://twitter.com/RepMcEachin,D,https://twitter.com/RepMcEachin
17976923,cathymcmorris,https://twitter.com/cathymcmorris,R,https://twitter.com/cathymcmorris
815733290955112000,RepJayapal,https://twitter.com/RepJayapal,D,https://twitter.com/RepJayapal
240427862,RepMcKinley,https://twitter.com/RepMcKinley,R,https://twitter.com/RepMcKinley
2976606250,RepGrothman,https://twitter.com/RepGrothman,R,https://twitter.com/RepGrothman
2962868158,RepDonBeyer,https://twitter.com/RepDonBeyer,D,https://twitter.com/RepDonBeyer
242926427,HerreraBeutler,https://twitter.com/HerreraBeutler,R,https://twitter.com/HerreraBeutler
37920978,RepGoodlatte,https://twitter.com/RepGoodlatte,R,https://twitter.com/RepGoodlatte
2962891515,RepAbraham,https://twitter.com/RepAbraham,R,https://twitter.com/RepAbraham
224294785,RepMarthaRoby,https://twitter.com/RepMarthaRoby,R,https://twitter.com/RepMarthaRoby
